timestamp,step,phase,metric,value
2026-08-31T01:44:56+00:00,24576,evaluation,episodes,300
2026-08-31T01:44:56+00:00,24576,evaluation,wins,117
2026-08-31T01:44:56+00:00,24576,evaluation,draws,179
2026-08-31T01:44:56+00:00,24576,evaluation,losses,4
2026-08-31T01:44:56+00:00,24576,evaluation,score_rate,0.6883333333333334
2026-08-31T01:44:56+00:00,24576,evaluation,average_reward,0.37666666666666665
2026-08-31T01:44:56+00:00,24576,evaluation,average_plies,77.93666666666667
2026-08-31T01:44:56+00:00,24576,evaluation,illegal_actions,0
2026-08-31T01:45:03+00:00,25600,rollout,transitions,1024
2026-08-31T01:45:03+00:00,25600,rollout,completed_games,28
2026-08-31T01:45:03+00:00,25600,rollout,decisive_games,13
2026-08-31T01:45:03+00:00,25600,rollout,reward_signal_rate,0.0126953125
2026-08-31T01:45:03+00:00,25600,rollout,return_std,0.3017559140988903
2026-08-31T01:45:03+00:00,25600,rollout,value_prediction_std,0.14612243501815364
2026-08-31T01:45:03+00:00,25600,rollout,advantage_std,0.3018574672078153
2026-08-31T01:45:03+00:00,25600,train_update,policy_loss,-0.011494975537061691
2026-08-31T01:45:03+00:00,25600,train_update,value_loss,0.09430974163115025
2026-08-31T01:45:03+00:00,25600,train_update,entropy_loss,-1.151022955775261
2026-08-31T01:45:03+00:00,25600,train_update,approx_kl,0.002142110140994191
2026-08-31T01:45:03+00:00,25600,train_update,clip_fraction,0.01318359375
2026-08-31T01:45:03+00:00,25600,train_update,explained_variance,-0.0006731748580932617
2026-08-31T01:45:03+00:00,25600,train_update,total_loss,0.009723253548145294
2026-08-31T01:45:03+00:00,25600,train_update,learning_rate,3e-05
2026-08-31T01:45:03+00:00,25600,train_update,updates,48.0
2026-08-31T01:45:03+00:00,25600,train_update,entropy,1.151022955775261
2026-08-31T01:45:11+00:00,26624,rollout,transitions,1024
2026-08-31T01:45:11+00:00,26624,rollout,completed_games,22
2026-08-31T01:45:11+00:00,26624,rollout,decisive_games,7
2026-08-31T01:45:11+00:00,26624,rollout,reward_signal_rate,0.0068359375
2026-08-31T01:45:11+00:00,26624,rollout,return_std,0.22969908890974158
2026-08-31T01:45:11+00:00,26624,rollout,value_prediction_std,0.145527224926184
2026-08-31T01:45:11+00:00,26624,rollout,advantage_std,0.23625110131513033
2026-08-31T01:45:11+00:00,26624,train_update,policy_loss,-0.011992412153631449
2026-08-31T01:45:11+00:00,26624,train_update,value_loss,0.0565299135632813
2026-08-31T01:45:11+00:00,26624,train_update,entropy_loss,-1.1715242862701416
2026-08-31T01:45:11+00:00,26624,train_update,approx_kl,0.003746932838112116
2026-08-31T01:45:11+00:00,26624,train_update,clip_fraction,0.02099609375
2026-08-31T01:45:11+00:00,26624,train_update,explained_variance,-0.057862281799316406
2026-08-31T01:45:11+00:00,26624,train_update,total_loss,-0.00907687097787857
2026-08-31T01:45:11+00:00,26624,train_update,learning_rate,3e-05
2026-08-31T01:45:11+00:00,26624,train_update,updates,50.0
2026-08-31T01:45:11+00:00,26624,train_update,entropy,1.1715242862701416
2026-08-31T01:45:18+00:00,27648,rollout,transitions,1024
2026-08-31T01:45:18+00:00,27648,rollout,completed_games,24
2026-08-31T01:45:18+00:00,27648,rollout,decisive_games,4
2026-08-31T01:45:18+00:00,27648,rollout,reward_signal_rate,0.00390625
2026-08-31T01:45:18+00:00,27648,rollout,return_std,0.1915307926639745
2026-08-31T01:45:18+00:00,27648,rollout,value_prediction_std,0.14645567059006454
2026-08-31T01:45:18+00:00,27648,rollout,advantage_std,0.21791215123515997
2026-08-31T01:45:18+00:00,27648,train_update,policy_loss,-0.009530286653898656
2026-08-31T01:45:18+00:00,27648,train_update,value_loss,0.05341956298798323
2026-08-31T01:45:18+00:00,27648,train_update,entropy_loss,-1.1691044867038727
2026-08-31T01:45:18+00:00,27648,train_update,approx_kl,0.0027814318891614676
2026-08-31T01:45:18+00:00,27648,train_update,clip_fraction,0.01611328125
2026-08-31T01:45:18+00:00,27648,train_update,explained_variance,-0.2944512367248535
2026-08-31T01:45:18+00:00,27648,train_update,total_loss,-0.01239798404276371
2026-08-31T01:45:18+00:00,27648,train_update,learning_rate,3e-05
2026-08-31T01:45:18+00:00,27648,train_update,updates,52.0
2026-08-31T01:45:18+00:00,27648,train_update,entropy,1.1691044867038727
2026-08-31T01:46:59+00:00,28672,evaluation,episodes,300
2026-08-31T01:46:59+00:00,28672,evaluation,wins,119
2026-08-31T01:46:59+00:00,28672,evaluation,draws,173
2026-08-31T01:46:59+00:00,28672,evaluation,losses,8
2026-08-31T01:46:59+00:00,28672,evaluation,score_rate,0.685
2026-08-31T01:46:59+00:00,28672,evaluation,average_reward,0.37
2026-08-31T01:46:59+00:00,28672,evaluation,average_plies,73.84
2026-08-31T01:46:59+00:00,28672,evaluation,illegal_actions,0
2026-08-31T01:46:59+00:00,28672,rollout,transitions,1024
2026-08-31T01:46:59+00:00,28672,rollout,completed_games,26
2026-08-31T01:46:59+00:00,28672,rollout,decisive_games,10
2026-08-31T01:46:59+00:00,28672,rollout,reward_signal_rate,0.009765625
2026-08-31T01:46:59+00:00,28672,rollout,return_std,0.24514088319131982
2026-08-31T01:46:59+00:00,28672,rollout,value_prediction_std,0.13152949038862294
2026-08-31T01:46:59+00:00,28672,rollout,advantage_std,0.25824018698668855
2026-08-31T01:46:59+00:00,28672,train_update,policy_loss,-0.009997123968787491
2026-08-31T01:46:59+00:00,28672,train_update,value_loss,0.0662861904129386
2026-08-31T01:46:59+00:00,28672,train_update,entropy_loss,-1.211806982755661
2026-08-31T01:46:59+00:00,28672,train_update,approx_kl,0.0035533825866878033
2026-08-31T01:46:59+00:00,28672,train_update,clip_fraction,0.01806640625
2026-08-31T01:46:59+00:00,28672,train_update,explained_variance,-0.10972702503204346
2026-08-31T01:46:59+00:00,28672,train_update,total_loss,0.0017203167080879211
2026-08-31T01:46:59+00:00,28672,train_update,learning_rate,3e-05
2026-08-31T01:46:59+00:00,28672,train_update,updates,54.0
2026-08-31T01:46:59+00:00,28672,train_update,entropy,1.211806982755661
2026-08-31T01:47:07+00:00,29696,rollout,transitions,1024
2026-08-31T01:47:07+00:00,29696,rollout,completed_games,23
2026-08-31T01:47:07+00:00,29696,rollout,decisive_games,10
2026-08-31T01:47:07+00:00,29696,rollout,reward_signal_rate,0.009765625
2026-08-31T01:47:07+00:00,29696,rollout,return_std,0.23875168714892697
2026-08-31T01:47:07+00:00,29696,rollout,value_prediction_std,0.123219058942133
2026-08-31T01:47:07+00:00,29696,rollout,advantage_std,0.2402228755767167
2026-08-31T01:47:07+00:00,29696,train_update,policy_loss,-0.011338868411257863
2026-08-31T01:47:07+00:00,29696,train_update,value_loss,0.06094120163470507
2026-08-31T01:47:07+00:00,29696,train_update,entropy_loss,-1.2507034242153168
2026-08-31T01:47:07+00:00,29696,train_update,approx_kl,0.002805952914059162
2026-08-31T01:47:07+00:00,29696,train_update,clip_fraction,0.013671875
2026-08-31T01:47:07+00:00,29696,train_update,explained_variance,-0.012362003326416016
2026-08-31T01:47:07+00:00,29696,train_update,total_loss,-0.006103500723838806
2026-08-31T01:47:07+00:00,29696,train_update,learning_rate,3e-05
2026-08-31T01:47:07+00:00,29696,train_update,updates,56.0
2026-08-31T01:47:07+00:00,29696,train_update,entropy,1.2507034242153168
2026-08-31T01:47:13+00:00,30720,rollout,transitions,1024
2026-08-31T01:47:13+00:00,30720,rollout,completed_games,25
2026-08-31T01:47:13+00:00,30720,rollout,decisive_games,8
2026-08-31T01:47:13+00:00,30720,rollout,reward_signal_rate,0.0078125
2026-08-31T01:47:13+00:00,30720,rollout,return_std,0.21672964246269327
2026-08-31T01:47:13+00:00,30720,rollout,value_prediction_std,0.1186519104460289
2026-08-31T01:47:13+00:00,30720,rollout,advantage_std,0.20735510540902252
2026-08-31T01:47:14+00:00,30720,train_update,policy_loss,-0.011008759844116867
2026-08-31T01:47:14+00:00,30720,train_update,value_loss,0.043275255244225264
2026-08-31T01:47:14+00:00,30720,train_update,entropy_loss,-1.1851894408464432
2026-08-31T01:47:14+00:00,30720,train_update,approx_kl,0.0027689440175890923
2026-08-31T01:47:14+00:00,30720,train_update,clip_fraction,0.01611328125
2026-08-31T01:47:14+00:00,30720,train_update,explained_variance,0.08463811874389648
2026-08-31T01:47:14+00:00,30720,train_update,total_loss,-0.021392211318016052
2026-08-31T01:47:14+00:00,30720,train_update,learning_rate,3e-05
2026-08-31T01:47:14+00:00,30720,train_update,updates,58.0
2026-08-31T01:47:14+00:00,30720,train_update,entropy,1.1851894408464432
