episode,seed,agent_color,result,reward,score,plies,termination,illegal_action
283,20282,white,0-1,-1.0,0.0,64,checkmate,False
284,20283,black,1-0,-1.0,0.0,43,checkmate,False
285,20284,white,0-1,-1.0,0.0,64,checkmate,False
286,20285,black,1-0,-1.0,0.0,43,checkmate,False
287,20286,white,0-1,-1.0,0.0,64,checkmate,False
288,20287,black,1-0,-1.0,0.0,43,checkmate,False
289,20288,white,0-1,-1.0,0.0,64,checkmate,False
290,20289,black,1-0,-1.0,0.0,43,checkmate,False
291,20290,white,0-1,-1.0,0.0,64,checkmate,False
292,20291,black,1-0,-1.0,0.0,43,checkmate,False
293,20292,white,0-1,-1.0,0.0,64,checkmate,False
294,20293,black,1-0,-1.0,0.0,43,checkmate,False
295,20294,white,0-1,-1.0,0.0,64,checkmate,False
296,20295,black,1-0,-1.0,0.0,43,checkmate,False
297,20296,white,0-1,-1.0,0.0,64,checkmate,False
298,20297,black,1-0,-1.0,0.0,43,checkmate,False
299,20298,white,0-1,-1.0,0.0,64,checkmate,False
300,20299,black,1-0,-1.0,0.0,43,checkmate,False
301,20300,white,0-1,-1.0,0.0,64,checkmate,False
302,20301,black,1-0,-1.0,0.0,43,checkmate,False
303,20302,white,0-1,-1.0,0.0,64,checkmate,False
304,20303,black,1-0,-1.0,0.0,43,checkmate,False
305,20304,white,0-1,-1.0,0.0,64,checkmate,False
306,20305,black,1-0,-1.0,0.0,43,checkmate,False
307,20306,white,0-1,-1.0,0.0,64,checkmate,False
308,20307,black,1-0,-1.0,0.0,43,checkmate,False
309,20308,white,0-1,-1.0,0.0,64,checkmate,False
310,20309,black,1-0,-1.0,0.0,43,checkmate,False
311,20310,white,0-1,-1.0,0.0,64,checkmate,False
312,20311,black,1-0,-1.0,0.0,43,checkmate,False
313,20312,white,0-1,-1.0,0.0,64,checkmate,False
314,20313,black,1-0,-1.0,0.0,43,checkmate,False
