episode,seed,agent_color,result,reward,score,plies,termination,illegal_action
94,21093,black,1-0,-1.0,0.0,15,checkmate,False
95,21094,white,0-1,-1.0,0.0,86,checkmate,False
96,21095,black,1-0,-1.0,0.0,43,checkmate,False
97,21096,white,0-1,-1.0,0.0,30,checkmate,False
98,21097,black,1-0,-1.0,0.0,51,checkmate,False
99,21098,white,0-1,-1.0,0.0,42,checkmate,False
100,21099,black,1-0,-1.0,0.0,19,checkmate,False
101,21100,white,0-1,-1.0,0.0,38,checkmate,False
102,21101,black,1-0,-1.0,0.0,65,checkmate,False
103,21102,white,0-1,-1.0,0.0,46,checkmate,False
104,21103,black,1-0,-1.0,0.0,43,checkmate,False
105,21104,white,0-1,-1.0,0.0,28,checkmate,False
106,21105,black,1-0,-1.0,0.0,51,checkmate,False
107,21106,white,0-1,-1.0,0.0,36,checkmate,False
108,21107,black,1-0,-1.0,0.0,51,checkmate,False
109,21108,white,0-1,-1.0,0.0,44,checkmate,False
110,21109,black,1-0,-1.0,0.0,17,checkmate,False
111,21110,white,0-1,-1.0,0.0,52,checkmate,False
112,21111,black,1-0,-1.0,0.0,15,checkmate,False
113,21112,white,0-1,-1.0,0.0,48,checkmate,False
114,21113,black,1-0,-1.0,0.0,21,checkmate,False
115,21114,white,0-1,-1.0,0.0,36,checkmate,False
116,21115,black,1-0,-1.0,0.0,37,checkmate,False
117,21116,white,0-1,-1.0,0.0,56,checkmate,False
118,21117,black,1-0,-1.0,0.0,37,checkmate,False
119,21118,white,0-1,-1.0,0.0,50,checkmate,False
120,21119,black,1-0,-1.0,0.0,51,checkmate,False
121,21120,white,0-1,-1.0,0.0,40,checkmate,False
122,21121,black,1-0,-1.0,0.0,15,checkmate,False
123,21122,white,0-1,-1.0,0.0,32,checkmate,False
124,21123,black,1-0,-1.0,0.0,23,checkmate,False
125,21124,white,0-1,-1.0,0.0,32,checkmate,False
126,21125,black,1-0,-1.0,0.0,31,checkmate,False
127,21126,white,0-1,-1.0,0.0,30,checkmate,False
128,21127,black,1-0,-1.0,0.0,41,checkmate,False
129,21128,white,0-1,-1.0,0.0,24,checkmate,False
130,21129,black,1-0,-1.0,0.0,21,checkmate,False
131,21130,white,0-1,-1.0,0.0,28,checkmate,False
132,21131,black,1-0,-1.0,0.0,41,checkmate,False
133,21132,white,0-1,-1.0,0.0,42,checkmate,False
134,21133,black,1-0,-1.0,0.0,35,checkmate,False
135,21134,white,0-1,-1.0,0.0,34,checkmate,False
136,21135,black,1-0,-1.0,0.0,49,checkmate,False
137,21136,white,0-1,-1.0,0.0,18,checkmate,False
138,21137,black,1-0,-1.0,0.0,27,checkmate,False
139,21138,white,0-1,-1.0,0.0,34,checkmate,False
140,21139,black,1-0,-1.0,0.0,19,checkmate,False
141,21140,white,0-1,-1.0,0.0,32,checkmate,False
142,21141,black,1-0,-1.0,0.0,39,checkmate,False
143,21142,white,0-1,-1.0,0.0,24,checkmate,False
144,21143,black,1-0,-1.0,0.0,25,checkmate,False
145,21144,white,0-1,-1.0,0.0,76,checkmate,False
146,21145,black,1-0,-1.0,0.0,39,checkmate,False
147,21146,white,0-1,-1.0,0.0,64,checkmate,False
148,21147,black,1-0,-1.0,0.0,65,checkmate,False
149,21148,white,0-1,-1.0,0.0,26,checkmate,False
150,21149,black,1-0,-1.0,0.0,87,checkmate,False
151,21150,white,0-1,-1.0,0.0,34,checkmate,False
152,21151,black,1-0,-1.0,0.0,21,checkmate,False
153,21152,white,0-1,-1.0,0.0,70,checkmate,False
154,21153,black,1-0,-1.0,0.0,49,checkmate,False
155,21154,white,0-1,-1.0,0.0,38,checkmate,False
156,21155,black,1-0,-1.0,0.0,45,checkmate,False
157,21156,white,0-1,-1.0,0.0,38,checkmate,False
158,21157,black,1-0,-1.0,0.0,19,checkmate,False
159,21158,white,0-1,-1.0,0.0,24,checkmate,False
160,21159,black,1-0,-1.0,0.0,19,checkmate,False
161,21160,white,0-1,-1.0,0.0,20,checkmate,False
162,21161,black,1-0,-1.0,0.0,63,checkmate,False
163,21162,white,0-1,-1.0,0.0,44,checkmate,False
164,21163,black,1-0,-1.0,0.0,57,checkmate,False
165,21164,white,0-1,-1.0,0.0,24,checkmate,False
166,21165,black,1-0,-1.0,0.0,27,checkmate,False
167,21166,white,0-1,-1.0,0.0,22,checkmate,False
168,21167,black,1-0,-1.0,0.0,53,checkmate,False
169,21168,white,0-1,-1.0,0.0,48,checkmate,False
170,21169,black,1-0,-1.0,0.0,33,checkmate,False
171,21170,white,0-1,-1.0,0.0,22,checkmate,False
172,21171,black,1-0,-1.0,0.0,45,checkmate,False
173,21172,white,0-1,-1.0,0.0,50,checkmate,False
174,21173,black,1-0,-1.0,0.0,27,checkmate,False
175,21174,white,0-1,-1.0,0.0,48,checkmate,False
176,21175,black,1-0,-1.0,0.0,13,checkmate,False
177,21176,white,0-1,-1.0,0.0,42,checkmate,False
178,21177,black,1-0,-1.0,0.0,29,checkmate,False
179,21178,white,0-1,-1.0,0.0,40,checkmate,False
180,21179,black,1-0,-1.0,0.0,43,checkmate,False
181,21180,white,0-1,-1.0,0.0,32,checkmate,False
182,21181,black,1-0,-1.0,0.0,55,checkmate,False
183,21182,white,0-1,-1.0,0.0,44,checkmate,False
184,21183,black,1-0,-1.0,0.0,23,checkmate,False
185,21184,white,0-1,-1.0,0.0,40,checkmate,False
186,21185,black,1-0,-1.0,0.0,57,checkmate,False
187,21186,white,0-1,-1.0,0.0,34,checkmate,False
188,21187,black,1-0,-1.0,0.0,19,checkmate,False
189,21188,white,0-1,-1.0,0.0,48,checkmate,False
