episode,seed,agent_color,result,reward,score,plies,termination,illegal_action
407,94406,white,1/2-1/2,0.0,0.5,58,threefold_repetition,False
408,94407,black,0-1,1.0,1.0,70,checkmate,False
409,94408,white,1/2-1/2,0.0,0.5,120,threefold_repetition,False
410,94409,black,0-1,1.0,1.0,32,checkmate,False
411,94410,white,1-0,1.0,1.0,87,checkmate,False
412,94411,black,1/2-1/2,0.0,0.5,177,threefold_repetition,False
413,94412,white,1-0,1.0,1.0,113,checkmate,False
414,94413,black,1/2-1/2,0.0,0.5,129,threefold_repetition,False
415,94414,white,1/2-1/2,0.0,0.5,125,threefold_repetition,False
416,94415,black,1/2-1/2,0.0,0.5,88,threefold_repetition,False
417,94416,white,1/2-1/2,0.0,0.5,27,threefold_repetition,False
418,94417,black,0-1,1.0,1.0,42,checkmate,False
419,94418,white,1-0,1.0,1.0,21,checkmate,False
420,94419,black,0-1,1.0,1.0,50,checkmate,False
421,94420,white,1/2-1/2,0.0,0.5,92,threefold_repetition,False
422,94421,black,0-1,1.0,1.0,60,checkmate,False
423,94422,white,1/2-1/2,0.0,0.5,143,threefold_repetition,False
424,94423,black,1/2-1/2,0.0,0.5,100,threefold_repetition,False
425,94424,white,1/2-1/2,0.0,0.5,109,threefold_repetition,False
426,94425,black,1/2-1/2,0.0,0.5,65,threefold_repetition,False
427,94426,white,1/2-1/2,0.0,0.5,98,threefold_repetition,False
428,94427,black,1/2-1/2,0.0,0.5,63,threefold_repetition,False
429,94428,white,1/2-1/2,0.0,0.5,133,threefold_repetition,False
430,94429,black,1/2-1/2,0.0,0.5,149,threefold_repetition,False
431,94430,white,1-0,1.0,1.0,77,checkmate,False
432,94431,black,1/2-1/2,0.0,0.5,200,max_plies,False
433,94432,white,1-0,1.0,1.0,61,checkmate,False
434,94433,black,1/2-1/2,0.0,0.5,91,threefold_repetition,False
435,94434,white,1/2-1/2,0.0,0.5,66,threefold_repetition,False
436,94435,black,1/2-1/2,0.0,0.5,148,threefold_repetition,False
437,94436,white,1-0,1.0,1.0,27,checkmate,False
