absolute_step,added_timesteps,model_path,mean_kl_reference_to_candidate,mean_js_divergence,top1_agreement_rate,entropy,entropy_delta,accuracy,accuracy_delta,correct_probability,correct_probability_delta,candidate_only_correct,reference_only_correct,puzzles,agent_positions
24576,0,tmp/full_chess_ppo_alpha_p25_initial.zip,0.0,0.0,1.0,0.5513338596313846,0.0,0.7438613185494715,0.0,0.6891001158476903,0.0,0,0,20190,48341
28672,4096,tmp/full_chess_ppo_alpha_p25_h200_long_seed0_checkpoints/full_chess_ppo_28672.zip,0.0023041248813801,0.0005729585948005274,0.9834715872654682,0.5480426341830363,-0.003291225448348256,0.7436544548106162,-0.00020686373885525633,0.6895942842728343,0.0004941684251440481,266,276,20190,48341
32768,8192,tmp/full_chess_ppo_alpha_p25_h200_long_seed0_checkpoints/full_chess_ppo_32768.zip,0.007934138603842025,0.0019645999993204346,0.9706460354564448,0.5513635681622986,2.970853091399661e-05,0.7437992594278149,-6.20591216565769e-05,0.6887458208609445,-0.0003542949867457734,476,479,20190,48341
36864,12288,tmp/full_chess_ppo_alpha_p25_h200_long_seed0_checkpoints/full_chess_ppo_36864.zip,0.01453799085737521,0.0036132726353874356,0.9600132392792867,0.566181221312558,0.014847361681173399,0.7423305268819429,-0.0015307916675285638,0.6852581228863273,-0.0038419929613630055,604,678,20190,48341
40960,16384,tmp/full_chess_ppo_alpha_p25_h200_long_seed0_checkpoints/full_chess_ppo_40960.zip,0.011939772788352381,0.002959203269513082,0.9628886452493742,0.5567377381561983,0.005403878524813721,0.7427649407335388,-0.0010963778159326365,0.6870189917236701,-0.0020811241240201728,575,628,20190,48341
