episode,seed,agent_color,result,reward,score,plies,termination,illegal_action
46,40045,black,0-1,1.0,1.0,16,checkmate,False
47,40046,white,1-0,1.0,1.0,73,checkmate,False
48,40047,black,0-1,1.0,1.0,68,checkmate,False
49,40048,white,1/2-1/2,0.0,0.5,100,max_plies,False
50,40049,black,1/2-1/2,0.0,0.5,100,max_plies,False
51,40050,white,1-0,1.0,1.0,53,checkmate,False
52,40051,black,0-1,1.0,1.0,56,checkmate,False
53,40052,white,1/2-1/2,0.0,0.5,100,max_plies,False
54,40053,black,1/2-1/2,0.0,0.5,83,threefold_repetition,False
55,40054,white,1/2-1/2,0.0,0.5,100,max_plies,False
56,40055,black,1/2-1/2,0.0,0.5,100,max_plies,False
57,40056,white,1-0,1.0,1.0,11,checkmate,False
58,40057,black,1/2-1/2,0.0,0.5,80,threefold_repetition,False
59,40058,white,1/2-1/2,0.0,0.5,98,threefold_repetition,False
60,40059,black,1/2-1/2,0.0,0.5,74,threefold_repetition,False
61,40060,white,1/2-1/2,0.0,0.5,35,threefold_repetition,False
62,40061,black,1/2-1/2,0.0,0.5,100,max_plies,False
63,40062,white,1-0,1.0,1.0,27,checkmate,False
64,40063,black,1/2-1/2,0.0,0.5,100,max_plies,False
65,40064,white,1/2-1/2,0.0,0.5,100,max_plies,False
66,40065,black,1/2-1/2,0.0,0.5,100,max_plies,False
67,40066,white,1/2-1/2,0.0,0.5,92,threefold_repetition,False
68,40067,black,1/2-1/2,0.0,0.5,100,max_plies,False
69,40068,white,1-0,1.0,1.0,33,checkmate,False
70,40069,black,0-1,1.0,1.0,38,checkmate,False
71,40070,white,1/2-1/2,0.0,0.5,100,max_plies,False
72,40071,black,1/2-1/2,0.0,0.5,100,max_plies,False
73,40072,white,1/2-1/2,0.0,0.5,100,max_plies,False
74,40073,black,1/2-1/2,0.0,0.5,100,max_plies,False
75,40074,white,1/2-1/2,0.0,0.5,72,threefold_repetition,False
76,40075,black,1/2-1/2,0.0,0.5,86,threefold_repetition,False
77,40076,white,1/2-1/2,0.0,0.5,100,max_plies,False
78,40077,black,1/2-1/2,0.0,0.5,73,threefold_repetition,False
79,40078,white,1-0,1.0,1.0,37,checkmate,False
80,40079,black,1/2-1/2,0.0,0.5,90,stalemate,False
81,40080,white,1-0,1.0,1.0,39,checkmate,False
82,40081,black,1/2-1/2,0.0,0.5,100,max_plies,False
83,40082,white,1/2-1/2,0.0,0.5,100,max_plies,False
84,40083,black,0-1,1.0,1.0,40,checkmate,False
85,40084,white,1/2-1/2,0.0,0.5,82,threefold_repetition,False
86,40085,black,1/2-1/2,0.0,0.5,100,max_plies,False
87,40086,white,1-0,1.0,1.0,37,checkmate,False
88,40087,black,1/2-1/2,0.0,0.5,100,max_plies,False
89,40088,white,1-0,1.0,1.0,17,checkmate,False
90,40089,black,1/2-1/2,0.0,0.5,100,max_plies,False
91,40090,white,1/2-1/2,0.0,0.5,100,max_plies,False
92,40091,black,1/2-1/2,0.0,0.5,100,max_plies,False
93,40092,white,1/2-1/2,0.0,0.5,93,threefold_repetition,False
94,40093,black,0-1,1.0,1.0,50,checkmate,False
95,40094,white,1/2-1/2,0.0,0.5,68,threefold_repetition,False
96,40095,black,0-1,1.0,1.0,54,checkmate,False
97,40096,white,1/2-1/2,0.0,0.5,100,max_plies,False
98,40097,black,0-1,1.0,1.0,38,checkmate,False
99,40098,white,1-0,1.0,1.0,21,checkmate,False
100,40099,black,1/2-1/2,0.0,0.5,84,threefold_repetition,False
101,40100,white,1/2-1/2,0.0,0.5,100,max_plies,False
102,40101,black,0-1,1.0,1.0,20,checkmate,False
103,40102,white,1/2-1/2,0.0,0.5,100,max_plies,False
104,40103,black,1/2-1/2,0.0,0.5,100,max_plies,False
