timestamp,step,phase,episode,result,reward,extrinsic_reward,shaping_reward,training_reward,plies,agent_color,opponent,termination,checkpoint
2026-09-22T16:13:47+00:00,24576,evaluation,1,1-0,1.0,1.0,0.0,1.0,23,white,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,2,1/2-1/2,0.0,0.0,0.0,0.0,81,black,alpha-random,threefold_repetition,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,3,1/2-1/2,0.0,0.0,0.0,0.0,118,white,alpha-random,threefold_repetition,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,4,0-1,1.0,1.0,0.0,1.0,90,black,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,5,1/2-1/2,0.0,0.0,0.0,0.0,97,white,alpha-random,threefold_repetition,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,6,0-1,1.0,1.0,0.0,1.0,26,black,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,7,1/2-1/2,0.0,0.0,0.0,0.0,166,white,alpha-random,threefold_repetition,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,8,1/2-1/2,0.0,0.0,0.0,0.0,144,black,alpha-random,threefold_repetition,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,9,1-0,1.0,1.0,0.0,1.0,61,white,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,10,1/2-1/2,0.0,0.0,0.0,0.0,200,black,alpha-random,max_plies,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,11,1-0,1.0,1.0,0.0,1.0,29,white,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,12,0-1,1.0,1.0,0.0,1.0,82,black,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,13,1/2-1/2,0.0,0.0,0.0,0.0,200,white,alpha-random,max_plies,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,14,1/2-1/2,0.0,0.0,0.0,0.0,200,black,alpha-random,max_plies,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,15,1-0,1.0,1.0,0.0,1.0,93,white,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,16,1/2-1/2,0.0,0.0,0.0,0.0,98,black,alpha-random,threefold_repetition,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,17,1/2-1/2,0.0,0.0,0.0,0.0,86,white,alpha-random,threefold_repetition,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,18,1/2-1/2,0.0,0.0,0.0,0.0,106,black,alpha-random,threefold_repetition,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,19,1/2-1/2,0.0,0.0,0.0,0.0,200,white,alpha-random,max_plies,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,20,0-1,1.0,1.0,0.0,1.0,44,black,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,21,1/2-1/2,0.0,0.0,0.0,0.0,170,white,alpha-random,threefold_repetition,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,22,1/2-1/2,0.0,0.0,0.0,0.0,121,black,alpha-random,threefold_repetition,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,23,1/2-1/2,0.0,0.0,0.0,0.0,94,white,alpha-random,threefold_repetition,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,24,0-1,1.0,1.0,0.0,1.0,114,black,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,25,1/2-1/2,0.0,0.0,0.0,0.0,186,white,alpha-random,insufficient_material,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,26,1/2-1/2,0.0,0.0,0.0,0.0,55,black,alpha-random,threefold_repetition,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,27,1/2-1/2,0.0,0.0,0.0,0.0,158,white,alpha-random,threefold_repetition,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,28,0-1,1.0,1.0,0.0,1.0,76,black,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,29,1-0,1.0,1.0,0.0,1.0,69,white,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,30,1/2-1/2,0.0,0.0,0.0,0.0,200,black,alpha-random,max_plies,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,31,1-0,1.0,1.0,0.0,1.0,51,white,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,32,0-1,1.0,1.0,0.0,1.0,134,black,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,33,1/2-1/2,0.0,0.0,0.0,0.0,75,white,alpha-random,threefold_repetition,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,34,0-1,1.0,1.0,0.0,1.0,78,black,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,35,1/2-1/2,0.0,0.0,0.0,0.0,107,white,alpha-random,threefold_repetition,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,36,1-0,-1.0,-1.0,0.0,-1.0,189,black,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,37,1/2-1/2,0.0,0.0,0.0,0.0,71,white,alpha-random,threefold_repetition,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,38,0-1,1.0,1.0,0.0,1.0,56,black,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,39,1-0,1.0,1.0,0.0,1.0,67,white,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,40,1/2-1/2,0.0,0.0,0.0,0.0,75,black,alpha-random,threefold_repetition,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,41,1/2-1/2,0.0,0.0,0.0,0.0,82,white,alpha-random,threefold_repetition,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,42,1/2-1/2,0.0,0.0,0.0,0.0,200,black,alpha-random,max_plies,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,43,1/2-1/2,0.0,0.0,0.0,0.0,188,white,alpha-random,threefold_repetition,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,44,0-1,1.0,1.0,0.0,1.0,46,black,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,45,1-0,1.0,1.0,0.0,1.0,125,white,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,46,0-1,1.0,1.0,0.0,1.0,88,black,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,47,1-0,1.0,1.0,0.0,1.0,57,white,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,48,1/2-1/2,0.0,0.0,0.0,0.0,96,black,alpha-random,threefold_repetition,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,49,1-0,1.0,1.0,0.0,1.0,117,white,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,50,1/2-1/2,0.0,0.0,0.0,0.0,185,black,alpha-random,insufficient_material,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,51,1/2-1/2,0.0,0.0,0.0,0.0,200,white,alpha-random,max_plies,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,52,1/2-1/2,0.0,0.0,0.0,0.0,96,black,alpha-random,threefold_repetition,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,53,1/2-1/2,0.0,0.0,0.0,0.0,105,white,alpha-random,threefold_repetition,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,54,1/2-1/2,0.0,0.0,0.0,0.0,88,black,alpha-random,threefold_repetition,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,55,1-0,1.0,1.0,0.0,1.0,17,white,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,56,1/2-1/2,0.0,0.0,0.0,0.0,156,black,alpha-random,threefold_repetition,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,57,1/2-1/2,0.0,0.0,0.0,0.0,180,white,alpha-random,threefold_repetition,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,58,1/2-1/2,0.0,0.0,0.0,0.0,155,black,alpha-random,insufficient_material,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,59,1-0,1.0,1.0,0.0,1.0,89,white,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,60,0-1,1.0,1.0,0.0,1.0,36,black,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,61,1-0,1.0,1.0,0.0,1.0,63,white,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,62,1/2-1/2,0.0,0.0,0.0,0.0,52,black,alpha-random,threefold_repetition,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,63,1-0,1.0,1.0,0.0,1.0,65,white,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,64,0-1,1.0,1.0,0.0,1.0,46,black,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,65,1/2-1/2,0.0,0.0,0.0,0.0,130,white,alpha-random,threefold_repetition,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,66,1/2-1/2,0.0,0.0,0.0,0.0,131,black,alpha-random,threefold_repetition,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,67,1-0,1.0,1.0,0.0,1.0,25,white,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,68,0-1,1.0,1.0,0.0,1.0,80,black,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,69,1/2-1/2,0.0,0.0,0.0,0.0,166,white,alpha-random,threefold_repetition,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,70,1/2-1/2,0.0,0.0,0.0,0.0,77,black,alpha-random,threefold_repetition,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,71,1/2-1/2,0.0,0.0,0.0,0.0,144,white,alpha-random,threefold_repetition,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,72,0-1,1.0,1.0,0.0,1.0,28,black,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,73,1/2-1/2,0.0,0.0,0.0,0.0,200,white,alpha-random,max_plies,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,74,0-1,1.0,1.0,0.0,1.0,26,black,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,75,1-0,1.0,1.0,0.0,1.0,103,white,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,76,1/2-1/2,0.0,0.0,0.0,0.0,77,black,alpha-random,threefold_repetition,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,77,1-0,1.0,1.0,0.0,1.0,65,white,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,78,1/2-1/2,0.0,0.0,0.0,0.0,19,black,alpha-random,threefold_repetition,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,79,1-0,1.0,1.0,0.0,1.0,17,white,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,80,1/2-1/2,0.0,0.0,0.0,0.0,91,black,alpha-random,threefold_repetition,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,81,1-0,1.0,1.0,0.0,1.0,47,white,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,82,1/2-1/2,0.0,0.0,0.0,0.0,200,black,alpha-random,max_plies,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,83,1/2-1/2,0.0,0.0,0.0,0.0,92,white,alpha-random,threefold_repetition,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,84,0-1,1.0,1.0,0.0,1.0,44,black,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,85,1-0,1.0,1.0,0.0,1.0,111,white,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,86,1/2-1/2,0.0,0.0,0.0,0.0,88,black,alpha-random,threefold_repetition,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,87,1-0,1.0,1.0,0.0,1.0,107,white,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,88,0-1,1.0,1.0,0.0,1.0,66,black,alpha-random,checkmate,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,89,1/2-1/2,0.0,0.0,0.0,0.0,123,white,alpha-random,threefold_repetition,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,90,1/2-1/2,0.0,0.0,0.0,0.0,79,black,alpha-random,threefold_repetition,step:24576:initial
2026-09-22T16:13:47+00:00,24576,evaluation,91,1-0,1.0,1.0,0.0,1.0,57,white,alpha-random,checkmate,step:24576:initial
